County,Date,Count
Dade,2020-04-01,18
Dade,2020-04-02,22
Dade,2020-04-03,18
Dade,2020-04-04,23
Dade,2020-04-05,13
Dade,2020-04-06,18
Dade,2020-04-07,16
Dade,2020-04-08,27
Dade,2020-04-09,17
Dade,2020-04-10,13
Dade,2020-04-11,21
Dade,2020-04-12,14
Dade,2020-04-13,17
Dade,2020-04-14,27
Dade,2020-04-15,15
Dade,2020-04-16,25
Dade,2020-04-17,23
Dade,2020-04-18,10
Dade,2020-04-19,23
Dade,2020-04-20,17
Dade,2020-04-21,13
Dade,2020-04-22,14
Dade,2020-04-23,19
Dade,2020-04-24,14
Dade,2020-04-25,13
Dade,2020-04-26,9
Dade,2020-04-27,33
Dade,2020-04-28,10
Dade,2020-04-29,12
Dade,2020-04-30,8
Dade,2020-05-01,9
Dade,2020-05-02,8
Dade,2020-05-03,15
Dade,2020-05-04,12
Dade,2020-05-05,13
Dade,2020-05-06,3
Dade,2020-05-07,7
Dade,2020-05-08,5
Dade,2020-05-09,12
Dade,2020-05-10,7
Dade,2020-05-11,11
Dade,2020-05-12,12
Dade,2020-05-13,16
Dade,2020-05-14,17
Dade,2020-05-15,19
Dade,2020-05-16,11
Dade,2020-05-17,18
Dade,2020-05-18,5
Dade,2020-05-19,7
Dade,2020-05-20,17
Dade,2020-05-21,13
Dade,2020-05-22,10
Dade,2020-05-23,6
Dade,2020-05-24,5
Dade,2020-05-25,11
Dade,2020-05-26,10
Dade,2020-05-27,10
Dade,2020-05-28,11
Dade,2020-05-29,6
Dade,2020-05-30,6
Dade,2020-05-31,8
Dade,2020-06-01,7
Dade,2020-06-02,7
Dade,2020-06-03,17
Dade,2020-06-04,7
Dade,2020-06-05,11
Dade,2020-06-06,10
Dade,2020-06-07,11
Dade,2020-06-08,10
Dade,2020-06-09,15
Dade,2020-06-10,13
Dade,2020-06-11,8
Dade,2020-06-12,25
Dade,2020-06-13,7
Dade,2020-06-14,2
Dade,2020-06-15,22
Dade,2020-06-16,14
Dade,2020-06-17,15
Dade,2020-06-18,19
Dade,2020-06-19,23
Dade,2020-06-20,18
Dade,2020-06-21,17
Dade,2020-06-22,24
Dade,2020-06-23,18
Dade,2020-06-24,24
Dade,2020-06-25,27
Dade,2020-06-26,23
Dade,2020-06-27,39
Dade,2020-06-28,18
Dade,2020-06-29,33
Dade,2020-06-30,22
Dade,2020-07-01,59
Dade,2020-07-02,37
Dade,2020-07-03,36
Dade,2020-07-04,36
Dade,2020-07-05,13
Dade,2020-07-06,72
Dade,2020-07-07,62
Dade,2020-07-08,33
Dade,2020-07-09,59
Dade,2020-07-10,59
Dade,2020-07-11,54
Dade,2020-07-12,58
Dade,2020-07-13,59
Dade,2020-07-14,37
Dade,2020-07-15,61
Dade,2020-07-16,68
Dade,2020-07-17,76
Dade,2020-07-18,60
Dade,2020-07-19,45
Dade,2020-07-20,38
Dade,2020-07-21,55
Dade,2020-07-22,38
Dade,2020-07-23,45
Dade,2020-07-24,51
Dade,2020-07-25,35
Dade,2020-07-26,43
Dade,2020-07-27,42
Dade,2020-07-28,39
Dade,2020-07-29,29
Dade,2020-07-30,41
Dade,2020-07-31,33
Dade,2020-08-01,24
Dade,2020-08-02,23
Dade,2020-08-03,43
Dade,2020-08-04,23
Dade,2020-08-05,44
Dade,2020-08-06,31
Dade,2020-08-07,29
Dade,2020-08-08,19
Dade,2020-08-09,11
Dade,2020-08-10,33
Dade,2020-08-11,27
Dade,2020-08-12,19
Dade,2020-08-13,18
Dade,2020-08-14,23
Dade,2020-08-15,12
Dade,2020-08-16,13
Dade,2020-08-17,13
Dade,2020-08-18,15
Dade,2020-08-19,16
Dade,2020-08-20,14
Dade,2020-08-21,12
Dade,2020-08-22,10
Dade,2020-08-23,9
Dade,2020-08-24,10
Dade,2020-08-25,10
Dade,2020-08-26,6
Dade,2020-08-27,12
Dade,2020-08-28,8
Dade,2020-08-29,5
Dade,2020-08-30,2
Dade,2020-08-31,30
Dade,2020-09-01,8
Dade,2020-09-02,2
Dade,2020-09-03,17
Dade,2020-09-04,3
Dade,2020-09-05,6
Dade,2020-09-06,2
Dade,2020-09-07,8
Dade,2020-09-08,7
Dade,2020-09-09,7
Dade,2020-09-10,10
Dade,2020-09-11,9
Dade,2020-09-12,3
Dade,2020-09-13,2
Dade,2020-09-14,7
Dade,2020-09-15,8
Dade,2020-09-16,7
Dade,2020-09-17,1
Dade,2020-09-18,11
Dade,2020-09-19,6
Dade,2020-09-20,3
Dade,2020-09-21,6
Dade,2020-09-22,3
Dade,2020-09-23,4
Dade,2020-09-24,3
Dade,2020-09-26,5
Dade,2020-09-27,2
Dade,2020-09-28,10
Dade,2020-09-29,5
Dade,2020-09-30,5
Dade,2020-10-01,3
Dade,2020-10-02,4
Dade,2020-10-03,3
Dade,2020-10-04,2
Dade,2020-10-05,9
Dade,2020-10-06,3
Dade,2020-10-07,2
Dade,2020-10-09,1
Dade,2020-10-10,2
Dade,2020-10-11,2
Dade,2020-10-13,3
Dade,2020-10-14,2
Dade,2020-10-15,8
Dade,2020-10-16,8
Dade,2020-10-17,3
Dade,2020-10-19,4
Dade,2020-10-20,3
Dade,2020-10-21,4
Dade,2020-10-22,3
Dade,2020-10-26,4
Dade,2020-10-27,4
Dade,2020-10-28,1
Dade,2020-10-29,2
Dade,2020-10-31,1
Dade,2020-11-02,2
Dade,2020-11-04,3
Dade,2020-11-07,1
Desoto,2020-03-27,1
Desoto,2020-04-03,1
Desoto,2020-04-06,1
Desoto,2020-04-12,1
Desoto,2020-04-28,1
Desoto,2020-05-01,1
Desoto,2020-05-16,1
Desoto,2020-05-24,1
Desoto,2020-06-03,1
Desoto,2020-06-04,1
Desoto,2020-06-05,1
Desoto,2020-06-10,1
Desoto,2020-06-20,2
Desoto,2020-06-25,1
Desoto,2020-06-26,2
Desoto,2020-07-06,1
Desoto,2020-07-14,2
Desoto,2020-07-19,1
Desoto,2020-07-20,1
Desoto,2020-07-24,1
Desoto,2020-07-29,1
Desoto,2020-08-07,1
Desoto,2020-08-17,1
Desoto,2020-09-01,1
Desoto,2020-09-04,1
Desoto,2020-09-29,1
Desoto,2020-09-30,1
Desoto,2020-10-19,1
Desoto,2020-10-26,1
Desoto,2020-11-05,1
Dixie,2020-05-07,1
Dixie,2020-05-13,1
Dixie,2020-06-03,1
Dixie,2020-06-24,1
Dixie,2020-07-21,1
Dixie,2020-08-07,3
Dixie,2020-08-08,1
Dixie,2020-09-16,1
Dixie,2020-09-24,1
Duval,2020-03-13,1
Duval,2020-03-15,1
Duval,2020-03-18,1
Duval,2020-03-21,3
Duval,2020-03-22,1
Duval,2020-03-23,1
Duval,2020-03-26,2
Duval,2020-03-27,3
Duval,2020-03-29,1
Duval,2020-03-31,1
Duval,2020-04-01,1
Duval,2020-04-02,1
Duval,2020-04-03,1
Duval,2020-04-05,2
Duval,2020-04-07,1
Duval,2020-04-09,1
Duval,2020-04-10,1
Duval,2020-04-11,2
Duval,2020-04-17,1
Duval,2020-04-19,1
Duval,2020-04-22,2
Duval,2020-04-24,1
Duval,2020-04-25,1
Duval,2020-04-29,1
Duval,2020-04-30,1
Duval,2020-05-05,1
Duval,2020-05-06,2
Duval,2020-05-08,3
Duval,2020-05-09,2
Duval,2020-05-10,1
Duval,2020-05-13,1
Duval,2020-05-14,4
Duval,2020-05-15,2
Duval,2020-05-18,3
Duval,2020-05-19,1
Duval,2020-05-20,1
Duval,2020-05-21,2
Duval,2020-05-23,1
Duval,2020-05-24,2
Duval,2020-05-25,1
Duval,2020-05-26,1
Duval,2020-05-27,1
Duval,2020-05-28,1
Duval,2020-05-29,1
Duval,2020-06-03,1
Duval,2020-06-05,2
Duval,2020-06-11,1
Duval,2020-06-15,1
Duval,2020-06-16,2
Duval,2020-06-19,2
Duval,2020-06-20,1
Duval,2020-06-22,4
Duval,2020-06-23,1
Duval,2020-06-24,1
Duval,2020-06-25,3
Duval,2020-06-26,3
Duval,2020-06-27,6
Duval,2020-06-28,2
Duval,2020-06-29,5
Duval,2020-06-30,3
Duval,2020-07-01,8
Duval,2020-07-02,9
Duval,2020-07-03,7
Duval,2020-07-04,5
Duval,2020-07-05,6
Duval,2020-07-06,7
Duval,2020-07-07,11
Duval,2020-07-08,21
Duval,2020-07-09,18
Duval,2020-07-10,5
Duval,2020-07-11,5
Duval,2020-07-12,13
Duval,2020-07-13,8
Duval,2020-07-14,12
Duval,2020-07-15,4
Duval,2020-07-16,20
Duval,2020-07-17,7
Duval,2020-07-18,9
Duval,2020-07-19,12
Duval,2020-07-20,3
Duval,2020-07-21,8
Duval,2020-07-22,10
Duval,2020-07-23,10
Duval,2020-07-24,10
Duval,2020-07-25,6
Duval,2020-07-26,2
Duval,2020-07-27,4
Duval,2020-07-28,14
Duval,2020-07-29,10
Duval,2020-07-30,11
Duval,2020-07-31,4
Duval,2020-08-02,5
Duval,2020-08-03,10
Duval,2020-08-04,1
Duval,2020-08-05,6
Duval,2020-08-06,5
Duval,2020-08-07,4
Duval,2020-08-08,3
Duval,2020-08-09,1
Duval,2020-08-10,2
Duval,2020-08-11,3
Duval,2020-08-12,7
Duval,2020-08-13,3
Duval,2020-08-14,5
Duval,2020-08-16,4
Duval,2020-08-17,3
Duval,2020-08-18,3
Duval,2020-08-19,2
Duval,2020-08-20,5
Duval,2020-08-21,3
Duval,2020-08-22,1
Duval,2020-08-23,3
Duval,2020-08-24,1
Duval,2020-08-25,3
Duval,2020-08-26,2
Duval,2020-08-27,4
Duval,2020-08-28,2
Duval,2020-08-31,2
Duval,2020-09-01,3
Duval,2020-09-02,1
Duval,2020-09-03,4
Duval,2020-09-04,1
Duval,2020-09-05,2
Duval,2020-09-07,1
Duval,2020-09-08,5
Duval,2020-09-09,3
Duval,2020-09-10,1
Duval,2020-09-11,2
Duval,2020-09-12,1
Duval,2020-09-13,1
Duval,2020-09-14,2
Duval,2020-09-15,2
Duval,2020-09-17,4
Duval,2020-09-18,2
Duval,2020-09-19,1
Duval,2020-09-20,2
Duval,2020-09-21,1
Duval,2020-09-22,2
Duval,2020-09-23,5
Duval,2020-09-24,2
Duval,2020-09-25,1
Duval,2020-09-26,3
Duval,2020-09-28,2
Duval,2020-09-29,3
Duval,2020-09-30,3
Duval,2020-10-01,2
Duval,2020-10-02,1
Duval,2020-10-03,1
Duval,2020-10-04,1
Duval,2020-10-05,1
Duval,2020-10-06,9
Duval,2020-10-08,3
Duval,2020-10-10,2
Duval,2020-10-14,1
Duval,2020-10-16,1
Duval,2020-10-20,1
Duval,2020-10-21,1
Duval,2020-10-22,1
Duval,2020-10-25,1
Duval,2020-10-26,1
Duval,2020-10-27,1
Duval,2020-10-31,1
Duval,2020-11-16,1
Escambia,2020-03-23,1
Escambia,2020-03-26,1
Escambia,2020-04-03,2
Escambia,2020-04-06,3
Escambia,2020-04-08,1
Escambia,2020-04-12,2
Escambia,2020-04-15,2
Escambia,2020-04-18,1
Escambia,2020-04-20,1
Escambia,2020-04-21,4
Escambia,2020-04-22,1
Escambia,2020-04-26,3
Escambia,2020-04-29,1
Escambia,2020-04-30,1
Escambia,2020-05-01,1
Escambia,2020-05-02,11
Escambia,2020-05-06,1
Escambia,2020-05-07,1
Escambia,2020-05-15,1
Escambia,2020-05-16,1
Escambia,2020-05-18,1
Escambia,2020-05-19,1
Escambia,2020-05-23,1
Escambia,2020-06-01,1
Escambia,2020-06-08,1
Escambia,2020-06-09,2
Escambia,2020-06-10,2
Escambia,2020-06-18,1
Escambia,2020-06-21,3
Escambia,2020-06-22,4
Escambia,2020-06-24,1
Escambia,2020-06-25,3
Escambia,2020-06-27,2
Escambia,2020-06-29,1
Escambia,2020-06-30,4
Escambia,2020-07-01,3
Escambia,2020-07-02,3
Escambia,2020-07-03,3
Escambia,2020-07-04,2
Escambia,2020-07-05,2
Escambia,2020-07-07,4
Escambia,2020-07-08,4
Escambia,2020-07-09,11
Escambia,2020-07-10,8
Escambia,2020-07-11,1
Escambia,2020-07-12,7
Escambia,2020-07-13,7
Escambia,2020-07-14,8
Escambia,2020-07-15,3
Escambia,2020-07-16,9
Escambia,2020-07-17,3
Escambia,2020-07-18,7
Escambia,2020-07-19,2
Escambia,2020-07-20,5
Escambia,2020-07-21,5
Escambia,2020-07-22,4
Escambia,2020-07-23,5
Escambia,2020-07-24,5
Escambia,2020-07-25,2
Escambia,2020-07-26,5
Escambia,2020-07-27,4
Escambia,2020-07-28,3
Escambia,2020-07-29,7
Escambia,2020-07-30,3
Escambia,2020-07-31,3
Escambia,2020-08-01,1
Escambia,2020-08-02,5
Escambia,2020-08-03,3
Escambia,2020-08-04,1
Escambia,2020-08-05,6
Escambia,2020-08-06,3
Escambia,2020-08-07,3
Escambia,2020-08-09,2
Escambia,2020-08-10,4
Escambia,2020-08-11,3
Escambia,2020-08-12,3
Escambia,2020-08-13,1
Escambia,2020-08-14,3
Escambia,2020-08-15,1
Escambia,2020-08-16,1
Escambia,2020-08-18,3
Escambia,2020-08-19,3
Escambia,2020-08-20,1
Escambia,2020-08-21,3
Escambia,2020-08-22,3
Escambia,2020-08-24,1
Escambia,2020-08-25,3
Escambia,2020-08-26,3
Escambia,2020-08-27,1
Escambia,2020-08-31,1
Escambia,2020-09-01,1
Escambia,2020-09-08,1
Escambia,2020-09-09,2
Escambia,2020-09-11,1
Escambia,2020-09-12,2
Escambia,2020-09-14,1
Escambia,2020-09-17,1
Escambia,2020-09-20,1
Escambia,2020-09-21,2
Escambia,2020-09-28,1
Escambia,2020-09-30,2
Escambia,2020-10-10,1
Escambia,2020-10-14,1
Escambia,2020-10-23,1
Escambia,2020-10-28,1
Escambia,2020-10-29,1
Escambia,2020-10-31,2
Escambia,2020-11-04,1
Escambia,2020-11-08,1
Escambia,2020-11-11,1
Flagler,2020-03-22,1
Flagler,2020-03-26,1
Flagler,2020-04-27,1
Flagler,2020-05-01,1
Flagler,2020-06-03,1
Flagler,2020-06-26,1
Flagler,2020-07-01,1
Flagler,2020-07-06,1
Flagler,2020-07-07,1
Flagler,2020-07-08,1
Flagler,2020-07-10,1
Flagler,2020-07-20,1
Flagler,2020-07-23,1
Flagler,2020-08-02,1
Flagler,2020-08-06,1
Flagler,2020-08-09,1
Flagler,2020-08-12,1
Flagler,2020-08-16,1
Flagler,2020-08-20,1
Flagler,2020-08-27,1
Flagler,2020-09-02,1
Flagler,2020-09-04,2
Flagler,2020-09-06,1
Flagler,2020-09-07,1
Flagler,2020-09-09,1
Flagler,2020-09-10,1
Flagler,2020-09-13,2
Flagler,2020-09-17,2
Flagler,2020-09-21,1
Flagler,2020-09-23,1
Flagler,2020-09-24,1
Flagler,2020-09-28,1
Flagler,2020-10-01,1
Flagler,2020-10-02,1
Flagler,2020-10-04,1
Flagler,2020-10-10,1
Flagler,2020-10-31,1
Flagler,2020-11-02,1
Franklin,2020-07-11,1
Franklin,2020-07-12,1
Franklin,2020-08-12,1
Franklin,2020-08-28,1
Gadsden,2020-05-02,1
Gadsden,2020-05-04,1
Gadsden,2020-05-08,1
Gadsden,2020-05-10,1
Gadsden,2020-05-12,1
Gadsden,2020-05-14,2
Gadsden,2020-05-21,1
Gadsden,2020-05-23,1
Gadsden,2020-06-10,1
Gadsden,2020-06-22,1
Gadsden,2020-06-25,1
Gadsden,2020-06-27,1
Gadsden,2020-07-01,1
Gadsden,2020-07-02,1
Gadsden,2020-07-06,3
Gadsden,2020-07-08,1
Gadsden,2020-07-09,2
Gadsden,2020-07-11,1
Gadsden,2020-07-12,1
Gadsden,2020-07-14,1
Gadsden,2020-07-18,1
Gadsden,2020-07-19,1
Gadsden,2020-07-20,1
Gadsden,2020-07-24,1
Gadsden,2020-07-25,3
Gadsden,2020-07-28,3
Gadsden,2020-08-01,4
Gadsden,2020-08-05,1
Gadsden,2020-08-11,1
Gadsden,2020-08-12,1
Gadsden,2020-08-20,1
Gadsden,2020-08-21,2
Gadsden,2020-08-24,2
Gadsden,2020-08-25,2
Gadsden,2020-08-28,1
Gadsden,2020-09-10,1
Gadsden,2020-09-13,1
Gadsden,2020-09-14,1
Gadsden,2020-09-17,1
Gadsden,2020-09-26,1
Gadsden,2020-09-29,1
Gadsden,2020-10-07,1
Gilchrist,2020-07-09,1
Gilchrist,2020-07-10,1
Gilchrist,2020-07-13,2
Gilchrist,2020-07-15,1
Gilchrist,2020-07-19,1
Gilchrist,2020-07-20,5
Gilchrist,2020-07-24,1
Gilchrist,2020-07-31,1
Gilchrist,2020-08-10,1
Gilchrist,2020-08-12,2
Gilchrist,2020-08-13,1
Gilchrist,2020-08-17,1
Gilchrist,2020-10-29,1
Glades,2020-03-29,1
Glades,2020-06-25,1
Glades,2020-07-04,1
Glades,2020-08-20,1
Glades,2020-08-21,1
Glades,2020-09-14,1
Glades,2020-09-22,1
Glades,2020-10-07,1
Gulf,2020-07-15,1
Gulf,2020-07-16,1
Gulf,2020-07-18,1
Gulf,2020-07-25,1
Gulf,2020-07-26,2
Gulf,2020-07-28,1
Gulf,2020-07-30,1
Gulf,2020-07-31,1
Gulf,2020-08-05,2
Gulf,2020-08-07,1
Gulf,2020-08-08,1
Gulf,2020-08-09,2
Gulf,2020-09-02,1
Gulf,2020-10-31,1
Gulf,2020-11-04,1
Hamilton,2020-05-19,1
Hamilton,2020-05-28,1
Hamilton,2020-06-25,1
Hamilton,2020-07-03,1
Hamilton,2020-07-06,1
Hamilton,2020-07-22,1
Hamilton,2020-07-31,1
Hamilton,2020-08-10,1
Hamilton,2020-08-26,1
Hamilton,2020-09-23,1
Hamilton,2020-10-09,1
Hardee,2020-06-07,1
Hardee,2020-06-09,2
Hardee,2020-06-10,1
Hardee,2020-06-19,1
Hardee,2020-06-28,1
Hardee,2020-07-01,1
Hardee,2020-07-07,1
Hardee,2020-07-16,1
Hardee,2020-07-17,1
Hardee,2020-08-14,1
Hardee,2020-09-10,1
Hardee,2020-09-13,1
Hardee,2020-09-24,1
Hardee,2020-10-03,1
Hardee,2020-10-06,1
Hardee,2020-10-16,1
Hardee,2020-10-31,1
Hendry,2020-04-13,1
Hendry,2020-04-18,2
Hendry,2020-04-20,1
Hendry,2020-04-21,1
Hendry,2020-04-23,1
Hendry,2020-04-24,1
Hendry,2020-04-26,1
Hendry,2020-04-28,2
Hendry,2020-04-30,1
Hendry,2020-05-01,1
Hendry,2020-05-02,1
Hendry,2020-05-03,1
Hendry,2020-05-05,1
Hendry,2020-05-09,1
Hendry,2020-05-10,2
Hendry,2020-05-20,2
Hendry,2020-05-26,1
Hendry,2020-05-29,1
Hendry,2020-05-30,1
Hendry,2020-06-05,1
Hendry,2020-06-08,1
Hendry,2020-06-09,1
Hendry,2020-06-11,1
Hendry,2020-06-12,2
Hendry,2020-06-19,1
Hendry,2020-06-28,1
Hendry,2020-07-04,1
Hendry,2020-07-11,1
Hendry,2020-07-14,1
Hendry,2020-07-20,1
Hendry,2020-07-22,2
Hendry,2020-07-31,1
Hendry,2020-08-05,1
Hendry,2020-08-11,1
Hendry,2020-08-13,1
Hendry,2020-08-22,1
Hendry,2020-08-26,1
Hendry,2020-08-27,1
Hendry,2020-09-17,1
Hernando,2020-03-31,1
Hernando,2020-04-02,1
Hernando,2020-04-08,1
Hernando,2020-04-15,2
Hernando,2020-06-20,1
Hernando,2020-06-25,1
Hernando,2020-06-28,3
Hernando,2020-06-29,1
Hernando,2020-06-30,1
Hernando,2020-07-03,1
Hernando,2020-07-06,1
Hernando,2020-07-07,1
Hernando,2020-07-08,5
Hernando,2020-07-09,3
Hernando,2020-07-10,4
Hernando,2020-07-12,2
Hernando,2020-07-13,2
Hernando,2020-07-15,4
Hernando,2020-07-16,5
Hernando,2020-07-18,2
Hernando,2020-07-19,1
Hernando,2020-07-20,2
Hernando,2020-07-21,1
Hernando,2020-07-22,1
Hernando,2020-07-23,7
Hernando,2020-07-24,5
Hernando,2020-07-25,3
Hernando,2020-07-26,2
Hernando,2020-07-27,1
Hernando,2020-07-28,9
Hernando,2020-07-29,4
Hernando,2020-07-30,5
Hernando,2020-08-01,4
Hernando,2020-08-03,1
Hernando,2020-08-04,1
Hernando,2020-08-05,7
Hernando,2020-08-06,4
Hernando,2020-08-08,3
Hernando,2020-08-09,1
Hernando,2020-08-10,5
Hernando,2020-08-11,1
Hernando,2020-08-12,1
Hernando,2020-08-13,3
Hernando,2020-08-14,6
Hernando,2020-08-15,1
Hernando,2020-08-16,1
Hernando,2020-08-17,1
Hernando,2020-08-18,2
Hernando,2020-08-19,2
Hernando,2020-08-21,2
Hernando,2020-08-22,2
Hernando,2020-08-25,3
Hernando,2020-08-26,1
Hernando,2020-08-27,1
Hernando,2020-08-28,1
Hernando,2020-08-29,2
Hernando,2020-08-30,1
Hernando,2020-09-01,1
Hernando,2020-09-03,1
Hernando,2020-09-04,1
Hernando,2020-09-07,1
Hernando,2020-09-08,1
Hernando,2020-09-09,6
Hernando,2020-09-12,2
Hernando,2020-09-14,1
Hernando,2020-09-15,2
Hernando,2020-09-16,1
Hernando,2020-09-17,2
Hernando,2020-09-18,3
Hernando,2020-09-24,2
Hernando,2020-09-25,1
Hernando,2020-09-26,1
Hernando,2020-09-28,1
Hernando,2020-09-29,1
Hernando,2020-10-02,2
Hernando,2020-10-05,1
Hernando,2020-10-06,2
Hernando,2020-10-10,1
Hernando,2020-10-11,2
Hernando,2020-10-12,1
Hernando,2020-10-14,1
Hernando,2020-10-16,1
Hernando,2020-10-17,1
Hernando,2020-10-21,1
Hernando,2020-10-26,1
Hernando,2020-11-02,1
Hernando,2020-11-08,1
Hernando,2020-11-09,1
Hernando,2020-11-13,1
Hernando,2020-11-17,3
Highlands,2020-03-24,1
Highlands,2020-03-27,1
Highlands,2020-03-29,1
Highlands,2020-04-05,1
Highlands,2020-04-06,1
Highlands,2020-04-07,1
Highlands,2020-04-08,1
Highlands,2020-04-09,1
Highlands,2020-04-11,1
Highlands,2020-04-22,1
Highlands,2020-06-07,1
Highlands,2020-06-19,1
Highlands,2020-06-21,1
Highlands,2020-06-22,1
Highlands,2020-06-28,2
Highlands,2020-06-29,1
Highlands,2020-07-05,1
Highlands,2020-07-06,1
Highlands,2020-07-07,1
Highlands,2020-07-08,1
Highlands,2020-07-09,2
Highlands,2020-07-10,3
Highlands,2020-07-11,1
Highlands,2020-07-12,1
Highlands,2020-07-13,3
Highlands,2020-07-14,3
Highlands,2020-07-15,5
Highlands,2020-07-16,2
Highlands,2020-07-17,1
Highlands,2020-07-18,1
Highlands,2020-07-20,2
Highlands,2020-07-21,2
Highlands,2020-07-23,3
Highlands,2020-07-24,1
Highlands,2020-07-26,1
Highlands,2020-07-28,2
Highlands,2020-07-29,1
Highlands,2020-07-30,1
Highlands,2020-07-31,1
Highlands,2020-08-01,8
Highlands,2020-08-04,1
Highlands,2020-08-06,2
Highlands,2020-08-08,1
Highlands,2020-08-10,1
Highlands,2020-08-13,2
Highlands,2020-08-14,1
Highlands,2020-08-15,1
Highlands,2020-08-16,4
Highlands,2020-08-18,1
Highlands,2020-08-19,1
Highlands,2020-08-20,3
Highlands,2020-08-23,1
Highlands,2020-08-25,1
Highlands,2020-08-31,1
Highlands,2020-09-03,1
Highlands,2020-09-04,3
Highlands,2020-09-05,2
Highlands,2020-09-06,2
Highlands,2020-09-09,2
Highlands,2020-09-10,1
Highlands,2020-09-11,2
Highlands,2020-09-12,1
Highlands,2020-09-14,2
Highlands,2020-09-17,1
Highlands,2020-09-18,3
Highlands,2020-09-19,1
Highlands,2020-09-21,1
Highlands,2020-09-25,1
Highlands,2020-09-26,1
Highlands,2020-10-02,1
Highlands,2020-10-04,2
Highlands,2020-10-05,1
Highlands,2020-10-06,2
Highlands,2020-10-08,1
Highlands,2020-10-09,1
Highlands,2020-10-11,1
Highlands,2020-10-12,3
Highlands,2020-10-23,2
Highlands,2020-10-25,1
Highlands,2020-10-26,4
Highlands,2020-10-28,1
Highlands,2020-10-29,1
Highlands,2020-11-01,1
Highlands,2020-11-03,1
Hillsborough,2020-03-23,1
Hillsborough,2020-03-24,3
Hillsborough,2020-03-25,1
Hillsborough,2020-03-26,1
Hillsborough,2020-03-29,2
Hillsborough,2020-03-30,2
Hillsborough,2020-03-31,1
Hillsborough,2020-04-01,1
Hillsborough,2020-04-02,1
Hillsborough,2020-04-03,1
Hillsborough,2020-04-04,1
Hillsborough,2020-04-06,1
Hillsborough,2020-04-07,2
Hillsborough,2020-04-08,2
Hillsborough,2020-04-09,1
Hillsborough,2020-04-10,1
Hillsborough,2020-04-12,3
Hillsborough,2020-04-13,2
Hillsborough,2020-04-16,1
Hillsborough,2020-04-17,1
Hillsborough,2020-04-18,1
Hillsborough,2020-04-21,1
Hillsborough,2020-04-22,1
Hillsborough,2020-04-23,1
Hillsborough,2020-04-24,1
Hillsborough,2020-04-27,1
Hillsborough,2020-04-28,5
Hillsborough,2020-04-29,3
Hillsborough,2020-04-30,3
Hillsborough,2020-05-01,7
Hillsborough,2020-05-02,7
Hillsborough,2020-05-03,2
Hillsborough,2020-05-04,1
Hillsborough,2020-05-05,1
Hillsborough,2020-05-06,2
Hillsborough,2020-05-07,3
Hillsborough,2020-05-08,1
Hillsborough,2020-05-09,6
Hillsborough,2020-05-11,2
Hillsborough,2020-05-12,4
Hillsborough,2020-05-13,1
Hillsborough,2020-05-15,1
Hillsborough,2020-05-16,1
Hillsborough,2020-05-17,2
Hillsborough,2020-05-19,1
Hillsborough,2020-05-20,6
Hillsborough,2020-05-22,1
Hillsborough,2020-05-23,3
Hillsborough,2020-05-26,1
Hillsborough,2020-05-27,3
Hillsborough,2020-05-28,4
Hillsborough,2020-05-29,1
Hillsborough,2020-05-30,6
Hillsborough,2020-05-31,1
Hillsborough,2020-06-01,2
Hillsborough,2020-06-02,3
Hillsborough,2020-06-03,5
Hillsborough,2020-06-04,4
Hillsborough,2020-06-05,1
Hillsborough,2020-06-06,3
Hillsborough,2020-06-08,1
Hillsborough,2020-06-09,7
Hillsborough,2020-06-10,5
Hillsborough,2020-06-11,2
Hillsborough,2020-06-12,1
Hillsborough,2020-06-13,2
Hillsborough,2020-06-14,6
Hillsborough,2020-06-15,2
Hillsborough,2020-06-16,3
Hillsborough,2020-06-17,1
Hillsborough,2020-06-18,3
Hillsborough,2020-06-19,1
Hillsborough,2020-06-20,3
Hillsborough,2020-06-21,3
Hillsborough,2020-06-22,7
Hillsborough,2020-06-23,3
Hillsborough,2020-06-24,4
Hillsborough,2020-06-25,5
Hillsborough,2020-06-26,7
Hillsborough,2020-06-27,8
Hillsborough,2020-06-28,4
Hillsborough,2020-06-29,12
Hillsborough,2020-06-30,7
Hillsborough,2020-07-01,9
Hillsborough,2020-07-02,5
Hillsborough,2020-07-03,6
Hillsborough,2020-07-04,6
Hillsborough,2020-07-05,13
Hillsborough,2020-07-06,12
Hillsborough,2020-07-07,13
Hillsborough,2020-07-08,10
Hillsborough,2020-07-09,13
Hillsborough,2020-07-10,18
Hillsborough,2020-07-11,12
Hillsborough,2020-07-12,18
Hillsborough,2020-07-13,9
Hillsborough,2020-07-14,12
Hillsborough,2020-07-15,17
Hillsborough,2020-07-16,13
Hillsborough,2020-07-17,15
Hillsborough,2020-07-18,10
Hillsborough,2020-07-19,14
Hillsborough,2020-07-20,12
Hillsborough,2020-07-21,15
Hillsborough,2020-07-22,9
Hillsborough,2020-07-23,9
Hillsborough,2020-07-24,9
Hillsborough,2020-07-25,7
Hillsborough,2020-07-26,2
Hillsborough,2020-07-27,8
Hillsborough,2020-07-28,9
Hillsborough,2020-07-29,13
Hillsborough,2020-07-30,11
Hillsborough,2020-07-31,13
Hillsborough,2020-08-01,6
Hillsborough,2020-08-02,7
Hillsborough,2020-08-03,12
Hillsborough,2020-08-04,5
Hillsborough,2020-08-05,5
Hillsborough,2020-08-06,7
Hillsborough,2020-08-07,3
